2015031010082887수5553	410	447	671	580
2015031010085396거8359	72	227	275	328
20150310100855경북15바1112	34	461	358	553
20150310100935경북15바2140	362	443	752	586
2015031010094162거5496	632	401	891	564
2015031010094335어1643	524	345	744	471
2015031010094734부3454	7	517	391	645
2015031010101022어7666	613	357	970	473
2015031010101432두5514	292	405	639	501
20150310101015경북15바1099	282	444	534	616
2015031010101843루3121	246	316	570	407
2015031010103514라7885	557	307	781	432
20150310101045경북15바1536	1	486	326	586
20150310101050경북80아9114	680	242	901	379
20150310101116경북15바2140	154	512	524	611
20150310101124경북15바2327	389	355	742	467
20150310101152경북15바1099	393	490	628	617
2015031010120268마4986	338	369	698	488
2015031010120278수9492	154	347	453	512
2015031010121305보2548	667	506	940	657
20150310101232경북15바1974	561	321	902	434
2015031010124985나7817	245	178	457	297
20150310101330경북15바2327	0	520	327	619
2015031010135310나8755	545	398	763	515
2015031010143488너4719	334	360	647	520
20150310101441대구70바4116	74	156	311	307
2015031010145407가7980	947	317	1159	459
2015031010145648주5716	156	393	496	487
20150310101520서울82바7317	127	460	474	552
2015031010152766부9792	142	484	506	604
20150310101528경북15바1974	234	526	622	634
2015031010154123우5235	591	386	988	514
2015031010154167머7759	229	253	586	354
2015031010155121모7964	0	418	300	503
2015031010155620나2305	570	330	910	460
2015031010162986거6457	745	240	1300	965
20150310101656경북15바2393	462	377	834	499
2015031010171108조7621	50	540	280	685
2015031010171913소7922	200	350	430	470
2015031010173456버8032	630	305	945	405
2015031010180513허8764	785	310	1145	425
2015031010181302러9586	135	520	375	695
2015031010181312러9109	0	490	370	610
2015031010181718두8484	205	345	520	440
2015031010182066부9792	90	360	415	470
2015031010183357부6156	175	320	490	420
2015031010184422너1681	380	285	705	385
2015031010184554하5270	670	300	1015	420
20150310101900대구70바4116	89	221	357	393
2015031010190865마9797	130	495	490	600
20150310101926경북15바2393	335	478	713	558
2015031010195749부2966	525	355	850	470
20150310102003경북15바2264	171	425	517	533
2015031010201108서8008	2260	250	620	350
20150310102015경북15바2241	535	281	865	388
2015031010202407가7980	315	550	555	705
2015031010204264조1723	550	375	930	505
2015031010204834저9087	310	395	670	510
20150310102102경북15바2131	433	345	815	491
20150310102117경북15바2264	10	535	348	633
20150310102124경북15바1535	221	371	579	509
20150310102145경북15바2241	43	549	423	669
2015031010220449부2966	130	540	495	650
2015031010220542나6732	190	470	555	580
2015031010220813거4852	405	320	750	435
2015031010222268러7203	250	305	565	400
2015031010223359두4397	20	470	345	585
20150310102235경북15바1755	484	357	868	500
2015031010230278조6592	245	485	625	585
20150310102303경북15바1108	537	305	889	431
2015031010231113라7787	220	300	525	405
2015031010231841루7832	430	325	780	440
20150310102321경북15바1535	140	435	461	528
2015031010233425도4789	350	385	715	505
20150310102353경북15바2264	407	296	732	386
20150310102412경북15바2131	247	502	625	613
20150310102421경북15바1108	12	535	396	667
2015031010242664조1723	95	475	430	570
20150310102447대구70바4126	331	197	587	333
20150310102522경북15바2264	171	526	520	621
2015031010253135버3955	705	410	1090	540
2015031010253557부6156	85	615	500	735
20150310102542경북15바1755	376	489	769	605
20150310102548대구70바4112	286	165	537	311
2015031010255685마8348	420	403	659	544
2015031010255719로1840	283	403	524	533
2015031010260466조2102	417	367	744	464
20150310102610경북41로1327	472	497	736	655
2015031010261286거6457	300	419	539	543
20150310102625경북15바1075	298	331	625	442
2015031010263107모9783	593	163	824	309
2015031010263515마7826	439	381	814	487
2015031010265501주5279	325	449	701	567
20150310102725경북41노9845	440	371	663	493
2015031010273106루7119	435	342	651	461
2015031010273810가6587	127	123	433	326
2015031010274985무8033	725	219	1094	344
20150310102759경북15바1075	60	275	348	360
20150310102901대구70바4126	90	297	381	465
2015031010290811거1641	36	318	339	428
20150310102912대구70바4128	124	184	402	338
20150310102939경북80아9114	107	417	338	553
2015031010295250머5311	678	274	1051	391
2015031010295534서9633	407	517	848	629
2015031010300063구1579	477	308	825	436
20150310103003대구70바4112	71	237	310	385
20150310103007경북11바8460	479	285	827	409
2015031010302950머5311	164	509	590	618
20150310103032서울82바5148	491	230	834	338
2015031010305235러5501	104	349	422	456
2015031010305525도4789	0	365	326	462
20150310103057경북15바2282	124	354	480	473
2015031010312556주6401	213	373	579	490
2015031010312914누6233	2	467	379	595
2015031010314462두9044	529	326	877	433
20150310103154경북11바8642	10	278	294	370
2015031010315766부9792	104	381	438	485
2015031010320062서4819	239	412	459	540
20150310103225경북41노4583	227	359	445	479
2015031010324559서1722	234	404	459	540
20150310103247경북15바2282	153	488	500	581
20150310103252대구70누4125	261	113	489	248
2015031010325617오1395	20	467	354	577
20150310103256대구70바4128	153	229	387	354
2015031010331920수3130	472	365	702	506
2015031010332722호8612	177	451	553	569
2015031010334636수7441	569	300	908	420
20150310103354경북11바8642	52	510	393	606
2015031010340050머5311	626	3571	1026	496
20150310103406대구70바4012	409	167	664	312
20150310103418경북41모6797	407	381	620	512
20150310103424경북41로6505	265	292	473	408
2015031010345637어2770	796	389	1044	553
2015031010350336누5316	574	517	989	632
2015031010353182보8771	100	294	446	407
2015031010353420수3130	70	503	443	616
2015031010360115마6374	273	584	689	718
20150310103609경북11바8678	62	389	394	505
2015031010361578수9492	362	203	634	336
2015031010363513머4974	435	302	647	422
20150310103641경북15바1562	341	299	656	401
2015031010364757모1021	166	360	524	490
20150310103654경북15바1880	132	311	436	414
2015031010370556어1155	561	297	919	391
20150310103705경북15바2325	438	283	740	386
20150310103714경북15바1109	425	332	765	446
20150310103719경북15바1118	95	377	428	494
2015031010372634누3507	23	336	326	433
20150310103727경기93자8369	549	208	765	348
20150310103728대구70바4125	163	160	371	294
20150310103749경북15바1535	409	320	750	432
20150310103753경북15바1108	504	304	834	416
2015031010375623우5783	566	287	895	386
20150310103820경북41로8524	264	466	493	617
2015031010382421나6541	461	300	684	454
2015031010382885러6289	443	258	780	370
20150310103829대구70바4012	89	282	352	447
2015031010383434수3415	482	323	840	449
20150310103835경북15바1880	73	439	406	544
20150310103852경북15바1562	18	451	321	541
2015031010385957모1021	56	451	388	545
2015031010385959두4397	12	373	328	483
2015031010390118도3170	715	308	1065	422
2015031010390923무4810	335	362	673	467
20150310103909경북15바1191	456	309	800	432
20150310103910경북11바8678	73	433	398	517
20150310103914경북41도6349	307	254	496	364
2015031010392043더4270	221	352	452	477
20150310103936경북15바2325	0	502	321	601
20150310103938경북15바1225	307	397	677	539
2015031010395438루5538	61	347	388	448
20150310103957경북15바1118	74	475	411	569
20150310104003대구70바4106	139	200	385	318
20150310104004경북15바1535	57	459	387	560
20150310104011대구70바4145	330	174	608	320
20150310104017경북15바2264	396	303	730	415
2015031010402068러7421	524	351	894	455
20150310104023경북15바1109	276	497	650	601
20150310104024경북15바1108	0	212	229	278
20150310104025대구70바4146	229	202	508	343
2015031010403401주5279	556	361	950	478
2015031010403466조2851	165	312	476	397
20150310104040대구70바4127	127	171	392	317
2015031010404855라9021	193	301	510	397
2015031010405696거5866	804	186	1025	325
2015031010405823우5311	104	375	429	473
20150310104102경북15바2111	279	382	632	501
2015031010410950머5311	186	491	575	602
2015031010413896거8359	159	447	407	606
2015031010414718도3170	554	478	935	581
20150310104151경북11바8473	646	328	994	453
20150310104216서울82바3281	524	235	757	381
20150310104221경북15바2289	0	434	353	561
20150310104232경북15바1683	65	407	419	544
20150310104234경북15바2282	54	368	344	478
2015031010423678수9181	154	308	430	494
20150310104241경북15바1225	192	560	597	675
20150310104242경북15바1755	323	336	654	455
20150310104246경북15바2264	22	554	384	667
20150310104249대구70바4121	67	180	339	319
20150310104252경북11바8356	375	312	699	429
20150310104300대구70바4102	167	156	433	278
20150310104306경북15바1237	456	307	785	411
2015031010431256주6453	530	355	910	467
2015031010431968마5004	513	315	871	422
20150310104325경북15바1262	574	285	916	402
20150310104347경북15바1683	92	521	449	627
20150310104350경북41로8524	445	302	650	425
20150310104402경북15바1143	419	329	770	454
20150310104407경북15바1755	337	465	692	561
20150310104411경북15바2282	148	527	520	645
20150310104414경북15바2111	38	545	397	647
2015031010441646로1238	681	305	1023	412
20150310104422경북11바8473	41	545	397	652
20150310104422경북15바2050	446	326	785	441
2015031010442885머3400	422	281	750	385
20150310104432대구70바4106	153	258	409	383
20150310104434경북15바2289	41	459	364	540
20150310104440경북11바8460	60	496	407	598
2015031010444121라8547	550	331	754	459
20150310104448대구70바4145	96	266	395	431
20150310104454경북15바1880	286	260	584	360
2015031010445509누2436	57	372	264	485
20150310104459대구70바4146	77	276	344	420
20150310104506대구70바4018	310	177	561	336
20150310104509경북11바8356	0	451	365	543
2015031010451423고4147	412	336	694	415
20150310104515대구70바4127	56	266	326	430
2015031010452465부8369	336	412	663	522
2015031010453034서9279	292	451	571	543
20150310104531경북11바8678	218	310	537	425
20150310104535경북15바1291	117	454	506	600
2015031010455687주3831	445	253	801	352
2015031010455982보8771	15	430	292	496
2015031010460534수3415	122	551	477	660
2015031010460678무1612	450	404	663	493
20150310104609경북15바1237	60	561	430	665
20150310104614경북15바1143	109	490	466	595
20150310104619대구70바4121	156	274	456	483
20150310104621경북15바1262	75	475	425	571
20150310104626경북15바2050	137	522	482	613
2015031010463221라8547	441	566	665	655
2015031010463566로2179	258	383	579	467
20150310104642대구70바4102	85	268	383	425
2015031010464846로1238	279	506	616	595
20150310104700경북15바1880	90	483	430	587
2015031010470964나8128	843	313	1151	407
2015031010472946로1007	430	370	757	470
2015031010473059어1693	302	407	626	503
2015031010473346조4632	4	460	605	566
20150310104735경북15바1291	115	465	501	609
2015031010473612러9109	226	314	560	415
20150310104742경북81너6117	629	228	840	353
20150310104753경북11바8678	85	498	425	589
20150310104801경북15바1191	113	465	431	550
2015031010480395머7354	278	476	543	628
2015031010480737무8723	490	381	876	512
20150310104812경북15바1145	307	390	660	507
2015031010481666마3474	260	322	593	420
2015031010482269라4291	321	309	649	408
2015031010482421누7038	511	335	732	473
20150310104830경북15바1535	371	314	690	416
2015031010484864나8128	503	473	887	576
2015031010485563가3528	719	331	953	487
20150310104900경북15바1108	595	310	931	417
2015031010490613하3476	402	396	785	539
20150310104921대구70바4018	98	305	365	471
2015031010492547우2572	453	417	845	564
2015031010492835버3006	370	555	775	680
20150310104930경북11바8239	691	326	1050	444
2015031010493416고3302	59	364	381	483
20150310104951경북15바1145	15	542	373	649
20150310104954경북11바8214	452	323	791	436
2015031010500150오1583	242	368	581	469
2015031010500213허5402	475	276	805	393
20150310105006경북15바2264	318	361	661	474
2015031010500868마4675	388	396	743	506
2015031010501046로1007	252	510	648	627
20150310105019경북15바1535	24	502	364	600
2015031010502432우9614	358	311	714	421
20150310105025경기93자8369	142	375	354	500
20150310105029경북15바2282	459	314	790	419
20150310105031대구74바4113	676	59	865	157
20150310105042서울82바3281	189	482	428	619
20150310105048경북15바1755	299	382	649	498
20150310105057경북15바2289	362	335	693	444
2015031010505966로2179	287	473	685	619
20150310105102경북15바1108	167	496	525	594
20150310105109대구70바4001	114	181	352	321
20150310105114경북41로3076	748	355	965	501
2015031010512385무8033	117	404	509	510
20150310105123경북15바2355	414	334	764	451
2015031010515717호7815	345	321	679	427
20150310105158경북15바2282	199	428	541	517
20150310105201경북11바8064	422	313	753	418
2015031010520396구8036	256	303	640	385
20150310105217경북15바2071	472	363	834	488
20150310105219경북15바2264	149	499	507	610
2015031010522047우2572	115	574	523	696
20150310105227경북11바8239	70	285	331	379
2015031010522963가3528	79	458	301	599
20150310105231경북11바8356	205	384	556	501
20150310105235경북15바2289	10	464	323	546
2015031010525367소2193	270	308	603	406
20150310105253경북15바2355	149	578	547	690
20150310105255경북11바8622	646	306	978	409
2015031010531002호6817	721	329	1081	454
20150310105316경북81너6117	443	397	678	520
20150310105324경북11바8214	62	497	412	600
20150310105332경북15바2282	532	299	858	395
2015031010533633더2591	380	477	632	642
20150310105343경북15바2325	347	348	686	466
20150310105347서울82바5148	240	401	609	488
20150310105355경북15바1755	131	500	491	595
20150310105411경북15바1143	69	374	395	500
2015031010541820어8145	180	462	559	526
2015031010542156버8032	353	546	736	655
2015031010542577바4113	649	152	875	276
20150310105437경북15바2071	128	507	490	611
2015031010543962너1361	303	375	536	514
20150310105445경북11바8064	195	467	537	559
2015031010544719로1221	289	546	543	704
20150310105450경북15바5251	238	342	555	437
20150310105451경북11바8356	99	482	419	572
2015031010545550도8206	203	355	554	465
20150310105455경북15바1262	513	298	844	403
20150310105456경북11바8622	53	544	396	641
2015031010545859두4397	0	486	309	598
20150310105518경북15바2282	62	498	400	593
2015031010551939노3512	586	181	928	281
20150310105523경북11바8676	178	366	532	488
20150310105528경북15바1880	0	409	322	536
20150310105534대구70바4001	72	226	314	377
2015031010554657두6730	3	552	375	686
20150310105547경북11바8678	226	278	534	375
2015031010555907가6123	751	313	988	464
20150310105559경북15바2154	381	350	714	446
2015031010560362더7018	142	546	429	727
20150310105604경북15바1143	116	477	440	573
20150310105608경북15바2071	416	345	762	459
2015031010561834서9886	564	297	905	422
20150310105630경북15바1004	544	294	866	395
2015031010564496거8359	170	286	384	419
2015031010570187주3909	708	224	1052	342
2015031010570785머6215	243	258	471	423
2015031010571713라7787	401	536	812	650
20150310105740경북11바8678	144	241	431	314
20150310105742경북15바1620	537	309	853	405
2015031010575021머9219	659	358	908	489
20150310105751경북15바1262	55	464	386	557
2015031010575219어6052	649	275	997	368
20150310105756경북15바1880	8	337	301	425
20150310105757경북11바8336	608	300	950	407
20150310105803경북15바2071	90	489	435	588
20150310105809경북11바8676	79	458	390	545
2015031010581052로2371	668	328	1011	439
20150310105812경북11바8642	118	248	393	323
20150310105815경북15바1535	96	378	424	490
20150310105818경북15바2325	17	525	370	632
2015031010582938오5376	751	356	1143	499
2015031010584547무3655	275	356	626	462
2015031010585713허5402	170	504	526	605
20150310105903경북15바5251	245	550	632	653
20150310105911경북11바8628	140	326	455	434
20150310105912경북15바2154	69	223	326	291
2015031010593650부2298	93	290	390	374
20150310105938경북15바1004	20	485	355	577
20150310105945경북15바1620	59	508	396	600
